duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,preferred_game_name,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
699,0,Male,Portuguese,Caucasian,22,RPG,3,1,10,90,Yes,Silver,No,Rarely,Almost never/never,,,Almost never/never,Some of time,Some of time,,,Some of time,Most of the time,,,,Some of time,,Some of time,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Often,Never,Somewhat,Somewhat,,,Somewhat,A lot,,2,3,4,,,3,,3,,,3,3,,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,,Strongly agree,,Agree,,Strongly disagree,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Very Accurate,,Moderately Inaccurate,Moderately Accurate,,,Very true for me,Somewhat true for me,Very true for me,,
636,0,Male,Portuguese,White,35,RPG,2,0,30,70,Yes,Silver,No,Sometimes,Almost never/never,,,Some of time,Half of the time,,,Some of time,Some of time,Some of time,,,,Most of the time,Almost never/never,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,A lot,,Somewhat,A lot,,A lot,,3,,,2,,,,3,4,4,,3,2,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,,Moderately Accurate,,,Moderately Accurate,,,Agree,,Neither agree nor disagree,Neither agree nor disagree,,Moderately Accurate,,Very Accurate,,,Moderately Inaccurate,Moderately Inaccurate,Very Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
1007,0,Male,Portuguese ,white,21,Rocket League,3,4,95,5,Yes,SuperSonic Legend,Yes,Often,,Most of the time,,Almost always/always,Almost always/always,,Almost always/always,,Almost always/always,Almost always/always,,,,Most of the time,,Most of the time,Agree,No agreement,No agreement,Agree,Often,Often,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Very often,Rarely,Never,Sometimes,Somewhat,,A lot,A lot,,Somewhat,,4,,,1 Not at all,,,1 Not at all,3,,3,,1 Not at all,3,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Very Accurate,,Moderately Accurate,,Very Accurate,,,,,Agree,Neither agree nor disagree,,Strongly disagree,Very Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,,Very true for me,Somewhat true for me,Somewhat true for me,,
917,0,Male,Portuguese,White,19,First Person Shooter,8,6,90,10,Yes,Global Elite,Yes,Very often,,,Half of the time,Most of the time,Half of the time,,,Most of the time,Almost always/always,,,Most of the time,,Half of the time,Half of the time,,No agreement,No agreement,No agreement,No agreement,Often,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,A lot,,,,A lot,A lot,A lot,2,3,,,,,,4,2,3,,4,2,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,Strongly disagree,,,Strongly agree,Strongly agree,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Accurate,,Moderately Inaccurate,,,Very true for me,Very true for me,Very true for me,,,
512,0,Male,Polish,White,27,"strategy, mmorpg",6,6,75,25,Yes,Global Elite,No,Sometimes,,Half of the time,,Some of time,Some of time,Some of time,,,Most of the time,Most of the time,,,,Some of time,Almost never/never,,Agree,No agreement,No agreement,No agreement,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Somewhat,,,Somewhat,Somewhat,Somewhat,,3,4,,2,3,2,,2,,,,,2,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,,Moderately Accurate,,Moderately Accurate,Moderately Accurate,,Neither agree nor disagree,,Disagree,Neither agree nor disagree,,,,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,,Moderately Accurate,Moderately Inaccurate,Somewhat true for me,Somewhat true for me,,Somewhat true for me,,
585,0,Male,Irish,Irish,19,Strategy,2,1,20,80,Yes,Gold,No,Rarely,,,Half of the time,Half of the time,Most of the time,,,Half of the time,Half of the time,,,Half of the time,,Most of the time,,Most of the time,No agreement,Agree,Agree,Agree,Often,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Sometimes,Often,Rarely,Somewhat,Somewhat,,Somewhat,,A lot,,3,5       Very much,4,,3,,,3,,,4,4,,Moderately Inaccurate,,Moderately Accurate,,Very Inaccurate,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,,Agree,,Strongly agree,Strongly agree,,,,Very Accurate,Moderately Accurate,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Very true for me,Very true for me,,,Very true for me,
838,0,Male,German,Caucasian,27,Gwent,1,4,25,75,Yes,pro-rank,No,Rarely,,Some of time,,Half of the time,Half of the time,,Most of the time,,Half of the time,,,Some of time,Some of time,Almost never/never,,,No agreement,No agreement,Agree,No agreement,Often,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Somewhat,,Somewhat,Somewhat,,,Somewhat,2,,,,1 Not at all,2,,2,3,4,1 Not at all,,,Moderately Inaccurate,,,,Moderately Accurate,,Moderately Inaccurate,,Very Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,Strongly agree,,,Disagree,Agree,,Moderately Accurate,,Moderately Accurate,,Very Inaccurate,Very Accurate,Moderately Inaccurate,,,,Somewhat true for me,Somewhat false for me,,,Somewhat true for me,
851,0,Male,Italian,Caucasian ,23,"FPS, metroidvania, platforms, rouge like, survival, car simulator",3,1,30,70,Yes,Platinum,No,Very often,,,Some of time,Half of the time,Most of the time,,Most of the time,,Half of the time,Some of time,,,,Most of the time,,Most of the time,Agree,No agreement,No agreement,Agree,Often,Often,Rarely,Never,Never,Often,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,A lot,Somewhat,A lot,,,A lot,,3,3,,,4,4,,3,4,,,,2,Moderately Inaccurate,,Very Accurate,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,Strongly agree,,,Agree,,Agree,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Very Inaccurate,,,Moderately Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
1453,0,Female,latvian,white ,19,League of Legends,3,1,90,10,Yes,gold,No,Sometimes,Almost never/never,,,Almost never/never,Some of time,,Some of time,,Some of time,,,Some of time,,Almost never/never,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat,A lot,,,,A lot,Somewhat,4,1 Not at all,,2,,2,,2,,,3,2,,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Accurate,Very Inaccurate,Moderately Accurate,,,,,,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,,,,Very true for me,Somewhat true for me,Somewhat true for me,,
318,0,Male,italian,chinese,22,League of legends,5,3,100,0,Yes,Platinum,Yes,Often,,Most of the time,,Almost always/always,Most of the time,,Almost always/always,,Almost always/always,,Almost always/always,,Almost always/always,Almost always/always,,,Agree,Agree,Agree,Agree,Often,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Very often,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Often,Sometimes,Somewhat,,Somewhat,Not at all,,,Somewhat,2,,4,,,4,4,4,5       Very much,,,,3,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,Agree,Neither agree nor disagree,,Agree,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,Very true for me,Very true for me,Very true for me,,
1174,0,Male,Italian,Caucasian,23,"RPGs, league of legends ",6,2,65,35,Yes,Platinum,Yes,Often,Some of time,,,Most of the time,Almost always/always,,Almost always/always,,Most of the time,,,Some of time,,Almost always/always,Half of the time,,Agree,Agree,Strongly Agree,Strongly Agree,Often,Rarely,Often,Rarely,Sometimes,Rarely,Very often,Never,Very often,Never,Rarely,Sometimes,Very often,Never,Rarely,Rarely,Often,Never,Very often,Rarely,A lot,,A lot,,,A lot,A lot,4,3,,1 Not at all,,,,2,,3,3,5       Very much,,Moderately Inaccurate,,,,Moderately Accurate,Very Accurate,Very Accurate,Moderately Accurate,,Moderately Accurate,,Agree,,Agree,Strongly agree,,,Moderately Inaccurate,Moderately Inaccurate,Very Accurate,,,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very true for me,Very true for me,Very true for me,,
978,0,Male,Italian,White,23,Overwatch,8,8,80,20,Yes,Diamond,No,Very often,,,Almost never/never,Almost always/always,Half of the time,,,Half of the time,Most of the time,,Almost never/never,,,Most of the time,,Most of the time,No agreement,No agreement,Agree,Agree,Often,Sometimes,Never,Rarely,Never,Never,Never,Never,Very often,Never,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,A lot,,,,A lot,A lot,A lot,3,2,4,,3,2,,4,3,,,,,Moderately Inaccurate,Moderately Accurate,Very Inaccurate,,Moderately Inaccurate,,Very Accurate,,Neither Accurate Nor Inaccurate,,,,,Agree,Agree,,Strongly agree,,Very Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Very Accurate,,,,Very Inaccurate,Very true for me,Very true for me,,,Very true for me,
878,0,Male,Chilean,Hispanic,18,Rocket League,4,12,90,10,Yes,Champion 3,No,Sometimes,Almost never/never,,,Most of the time,Almost always/always,,Almost always/always,,Almost always/always,Almost always/always,,,,Most of the time,,Most of the time,Strongly Agree,No agreement,Agree,No agreement,Often,Very often,Rarely,Sometimes,Sometimes,Often,Never,Never,Very often,Never,Often,Sometimes,Often,Rarely,Sometimes,Often,Very often,Sometimes,Very often,Often,A lot,,,A lot,,A lot,Somewhat,2,4,,1 Not at all,2,,,3,,,4,2,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Accurate,,,Strongly agree,Strongly agree,,Disagree,,,Very Accurate,Moderately Accurate,,,Very Inaccurate,Moderately Accurate,,Moderately Inaccurate,,Very true for me,Very true for me,,Very true for me,
799,0,Male,Portuguese,Caucasian,30,Dota 2,3,6,90,10,Yes,Archon,No,Very often,,,Some of time,Most of the time,Most of the time,,,Almost always/always,Almost always/always,Most of the time,,,,Almost always/always,,Almost always/always,Agree,No agreement,Agree,Agree,Often,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Very often,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,A lot,Somewhat,,,A lot,,A lot,3,,4,,2,5       Very much,5       Very much,4,,,3,,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very Inaccurate,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Neither agree nor disagree,,Neither agree nor disagree,Agree,,,,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,,,,Very Inaccurate,,Moderately Inaccurate,,Very true for me,Very true for me,,Very true for me,
900,0,Male,Poland,White,18,MMORPG,5,2,80,20,Yes,Master Guardian Elite,No,Often,Most of the time,,,Most of the time,Some of time,,Some of time,,Most of the time,,,Most of the time,,Half of the time,,Some of time,No agreement,No agreement,Agree,Agree,Often,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Rarely,Rarely,Somewhat,Not at all,,Somewhat,,Somewhat,,5       Very much,,,,2,4,2,4,,,,1 Not at all,2,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Strongly agree,Strongly agree,Strongly agree,,,,,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,,Moderately Inaccurate,,Very Inaccurate,Very true for me,Very true for me,Somewhat true for me,,,
1564,0,Male,Portuguese,White,22,Adventure,8,5,60,40,Yes,Gold,No,Very often,,Some of time,,Most of the time,Most of the time,,,Some of time,Almost always/always,Almost always/always,,,,Almost always/always,,Almost always/always,Agree,No agreement,Agree,Agree,Often,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Rarely,Never,Often,Rarely,Sometimes,Rarely,Somewhat,,A lot,,Somewhat,,Somewhat,3,3,,,,3,4,2,,,4,4,,Moderately Inaccurate,,,Very Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,,,Moderately Accurate,,,Strongly agree,,Agree,,Strongly disagree,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,Very Accurate,,,,,Very true for me,Somewhat true for me,Somewhat true for me,,,
768,0,Male,Mexican,Hispanic,23,Fighting,8,1,72,28,Yes,Legend,No,Sometimes,,Some of time,,Half of the time,Half of the time,,Some of time,,Most of the time,,,Some of time,,Most of the time,Some of time,,Agree,No agreement,No agreement,Strongly Agree,Often,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,A lot,,,Somewhat,A lot,Somewhat,,3,,,5       Very much,,4,,3,3,4,,,3,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Moderately Inaccurate,Agree,,Neither agree nor disagree,Neither agree nor disagree,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Moderately Accurate,,Very true for me,,Very true for me,Very true for me,
476,,Male,American,White,28,Action,4,6,85,15,Yes,"Hero III (Star Wars Squadrons), Platinum 3 (Rocket League)",Yes,Often,,Half of the time,,Some of time,Half of the time,,Half of the time,,Half of the time,,Some of time,,Most of the time,Most of the time,,,Agree,No agreement,No agreement,Agree,Often,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Somewhat,Not at all,A lot,,,Somewhat,,3,,,,2,4,3,3,,,,1 Not at all,1 Not at all,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,Neither agree nor disagree,,,Agree,Agree,,,,Very Accurate,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,Very true for me,Very true for me,,Very true for me,
385,0,Male,Poland,White,18,First person shooter,5,2,90,10,Yes,Global Elite,Yes,Very often,Most of the time,,,Some of time,Most of the time,,Almost never/never,,Half of the time,,,Most of the time,,Almost never/never,,Some of time,No agreement,Agree,Agree,Agree,Often,Never,Often,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,A lot,,A lot,,A lot,,A lot,3,4,5       Very much,4,,,,4,,,4,,2,Neither Accurate Nor Inaccurate,Very Inaccurate,,,Moderately Inaccurate,,Very Inaccurate,,Moderately Accurate,Moderately Inaccurate,,Disagree,Agree,,Agree,,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
846,0,Male,Greek,White,24,Magic the Gathering,3,5,70,30,Yes,Mythic (the highest rank),Yes,Sometimes,,Almost never/never,,Some of time,Half of the time,,,Almost never/never,Most of the time,,,Half of the time,,Half of the time,,Some of time,No agreement,Agree,No agreement,No agreement,Often,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,A lot,,,A lot,A lot,A lot,,3,3,,1 Not at all,4,2,4,2,,,,,,Moderately Inaccurate,Moderately Inaccurate,Very Inaccurate,,Very Inaccurate,,Very Accurate,,Moderately Accurate,,,,Agree,Neither agree nor disagree,Strongly agree,,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Moderately Inaccurate,Moderately Accurate,Moderately Inaccurate,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,
466,0,Male,Italian,Asian,21,Fortnite,8,4,100,0,Yes,Champions League (Arena),No,Often,Some of time,,,Almost always/always,Some of time,,,Almost never/never,Almost always/always,,,Almost always/always,Some of time,Almost never/never,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Often,Sometimes,Often,Often,Sometimes,Often,Very often,Often,Often,Not at all,Not at all,,Somewhat,,Somewhat,,3,4,4,,,,,5       Very much,4,,3,5       Very much,,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,,,Moderately Inaccurate,,,Disagree,Strongly disagree,Agree,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,,,Very true for me,Very true for me,Somewhat true for me,,,
636,0,Male,Italian,white-caucasian,21,League of Legends,2,1,80,20,Yes,Platinum,No,Very often,,,Half of the time,Most of the time,Half of the time,,,Most of the time,Almost always/always,Most of the time,,,,Half of the time,Half of the time,,No agreement,Strongly Agree,No agreement,Agree,Often,Very often,Sometimes,Rarely,Very often,Sometimes,Rarely,Rarely,Often,Rarely,Very often,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,A lot,,A lot,,A lot,A lot,,1 Not at all,,3,,,,5       Very much,3,,4,1 Not at all,5       Very much,,Very Inaccurate,,Moderately Accurate,Moderately Inaccurate,Very Accurate,Very Inaccurate,Very Inaccurate,,,,,Agree,,,Strongly agree,,Agree,Moderately Inaccurate,,Moderately Accurate,,,Very Accurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,Very true for me,,
570,0,Male,Polish,Caucasian,21,FPS,8,7,57,43,Yes,Global Elite,Yes,Sometimes,,,Some of time,Some of time,Most of the time,,Most of the time,,Half of the time,Half of the time,,,Most of the time,Most of the time,,,No agreement,No agreement,Agree,No agreement,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Often,Never,Often,Never,A lot,Somewhat,Somewhat,,,,A lot,4,,,,,4,,4,3,2,,3,1 Not at all,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,Moderately Accurate,,,Agree,Disagree,,Disagree,,,,,Very Accurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,,Very Inaccurate,,Somewhat false for me,Very false for me,,Somewhat true for me,
834,0,Male,Hungarian,White,20,Chess,3,4,60,40,Yes,Bronze,No,Never,Almost never/never,,,Some of time,Most of the time,,Half of the time,,Most of the time,,,Almost always/always,,Half of the time,,Half of the time,No agreement,Agree,No agreement,No agreement,Often,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Somewhat,,Somewhat,,Somewhat,,A lot,4,,4,3,,2,,3,,2,,,2,Moderately Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,,,Agree,Agree,Agree,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very Inaccurate,Very Accurate,,Moderately Inaccurate,,,Very true for me,Very true for me,Somewhat true for me,,,
693,0,Male,Polish,Poland,24,"CS:GO , Dead by daylight , rocket league, fifa",2,1,95,5,Yes,Global Elite,Yes,Very often,,,Half of the time,Some of time,Some of time,,,Almost never/never,Half of the time,Half of the time,,,,Almost never/never,Some of time,,Agree,Agree,Agree,Agree,Often,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Never,Often,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Somewhat,,Somewhat,Somewhat,A lot,,,4,2,4,4,4,,3,3,,,,,,Moderately Inaccurate,,Moderately Accurate,,Moderately Accurate,Very Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Neither agree nor disagree,Strongly agree,,Agree,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,,Somewhat true for me,Somewhat false for me,,Somewhat true for me,,
