duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,preferred_game_name,preffered_esports_game_name,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
459,0,Male,Portuguese,Caucasian,24,4,3,90,10,Yes,,Fifa 21,Gold 1,No,Sometimes,,,Almost never/never,Most of the time,Half of the time,,,Half of the time,Most of the time,,Most of the time,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Often,Never,Never,Never,Sometimes,Never,Rarely,Very often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Often,Sometimes,Often,Rarely,Somewhat,,,Somewhat,Somewhat,,Somewhat,2,,,1 Not at all,,2,4,1 Not at all,4,,2,,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,Strongly agree,,Disagree,Agree,,,Moderately Inaccurate,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Somewhat true for me,Very true for me,,,Very true for me,
519,0,Male,Mexican,Latino,22,10,4,95,5,Yes,,League of Legends,Platinum,No,Often,,,Almost always/always,Almost always/always,Almost always/always,Most of the time,,,Most of the time,,,Half of the time,,Most of the time,,Most of the time,Agree,Agree,No agreement,Agree,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Never,Rarely,Never,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,A lot,,,,A lot,A lot,A lot,4,3,,,,5       Very much,4,5       Very much,2,,,,2,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,,Moderately Accurate,Moderately Inaccurate,Moderately Accurate,,,Agree,Disagree,,Agree,,,,,Very Accurate,,Very Accurate,Moderately Accurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Very false for me,Very false for me,,,Very false for me,
442,0,Male,Mexican,Latino,24,4,7,70,30,Yes,,Legend of Runeterra,Platinum,No,Often,Almost never/never,,,Half of the time,Almost always/always,,,Almost always/always,Most of the time,Some of time,,,Half of the time,Most of the time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Rarely,Never,Rarely,Never,Very often,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Somewhat,Somewhat,A lot,,,Somewhat,,2,4,4,,,,,3,3,,2,,1 Not at all,Moderately Inaccurate,,,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,Neither agree nor disagree,,,Neither agree nor disagree,Neither agree nor disagree,,Very Accurate,,Very Accurate,,,Very Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Very true for me,Somewhat true for me,,Very true for me,,
886,0,Male,Polish,Pole,28,4,6,70,30,Yes,,League of Legends,Platinum,No,Very often,Some of time,,,Some of time,Almost never/never,Almost never/never,,,Most of the time,,,Most of the time,Most of the time,Half of the time,,,No agreement,Agree,Agree,Agree,Often,Often,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Often,Often,A lot,Somewhat,,,A lot,,A lot,4,,3,,,,5       Very much,4,4,,,4,1 Not at all,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Inaccurate,,Very Accurate,Neither Accurate Nor Inaccurate,,,,Disagree,Agree,,Agree,,,,,Moderately Accurate,Very Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,,,Very true for me,
372,0,Male,Portuguese,Caucasian,22,14,1,80,20,No,Shooters,,,Yes,Often,,,Almost always/always,Almost always/always,Most of the time,,,Most of the time,Most of the time,,Half of the time,,,Almost always/always,Most of the time,,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Never,Often,Sometimes,Rarely,Very often,Never,Rarely,Often,Never,Rarely,Often,Often,Often,Often,Often,Often,Somewhat,Not at all,Somewhat,,Somewhat,,,3,,,2,,,,2,2,5       Very much,,3,2,Moderately Inaccurate,,,Moderately Accurate,Very Accurate,,Moderately Inaccurate,Moderately Accurate,Moderately Inaccurate,,,Strongly agree,,,Agree,Strongly agree,,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,Very true for me,Somewhat true for me,,Somewhat true for me,,
1073,0,Male,Zimbabwean,Black African,20,4,3,90,10,Yes,,Call of Duty Mobile,Pro 11,Yes,Very often,,,Half of the time,Most of the time,Some of time,Most of the time,,,Almost always/always,,,Most of the time,,Some of time,Half of the time,,Strongly Agree,Strongly Agree,Agree,Agree,Often,Often,Sometimes,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes,Never,Rarely,Often,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Somewhat,Somewhat,,A lot,,,Somewhat,2,4,4,5       Very much,3,,2,3,,,,,,Moderately Inaccurate,,,,Moderately Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,Strongly agree,Agree,,Agree,,,,,Neither Accurate Nor Inaccurate,,,Moderately Accurate,Moderately Accurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,Somewhat true for me,,,
929,0,Male,Portuguese,White,18,7,3,90,10,Yes,,CS:GO,In game currently LEM (Legendary eagle master),Yes,Very often,Half of the time,,,Some of time,Some of time,,Some of time,,Most of the time,,Some of time,,,Some of time,,Almost never/never,Agree,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Rarely,A lot,,A lot,,A lot,,Somewhat,3,,3,,2,5       Very much,,3,2,,5       Very much,,,Moderately Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,Very Accurate,,,Moderately Inaccurate,,,,Disagree,Agree,,Disagree,,Moderately Accurate,Very Accurate,,Very Inaccurate,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,Somewhat true for me,,,
703,0,Male,Sweden,Caucasian,27,2,4,0,100,No,Platformer,,,No,Never,,,Some of time,Half of the time,Almost never/never,,,Almost never/never,Some of time,,Almost never/never,,Most of the time,Half of the time,,,Agree,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Rarely,Sometimes,Rarely,Somewhat,Not at all,Not at all,Somewhat,,,,5       Very much,,,2,,5       Very much,,5       Very much,2,4,3,,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Inaccurate,Moderately Accurate,Moderately Inaccurate,,,Very Accurate,,,Disagree,Strongly disagree,,Disagree,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Very Accurate,Moderately Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,
531,0,Male,Polish,White,21,10,2,80,20,Yes,,Rainbow 6 siege,Gold 1,No,Rarely,Half of the time,,,Some of time,Some of time,Almost never/never,,,Most of the time,,Almost always/always,,Some of time,Some of time,,,Agree,Agree,No agreement,No agreement,Often,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Often,Rarely,Sometimes,Never,A lot,,,A lot,A lot,,A lot,4,,3,5       Very much,,,1 Not at all,5       Very much,2,4,,,,Moderately Inaccurate,,,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,,Strongly agree,,Strongly agree,,Strongly disagree,Very Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Very true for me,Somewhat true for me,Very true for me,,
218,0,Male,Portuguese,White,19,8,3,75,25,No,LoL,,,No,Rarely,,,Some of time,Some of time,Most of the time,,,Most of the time,Almost never/never,Most of the time,,,,Most of the time,,Most of the time,Agree,No agreement,No agreement,Strongly Agree,Often,Never,Sometimes,Sometimes,Very often,Often,Often,Rarely,Rarely,Often,Rarely,Never,Rarely,Rarely,Often,Never,Very often,Sometimes,Often,Rarely,Not at all,Somewhat,A lot,A lot,,,,3,,,3,,5       Very much,,3,,3,2,3,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,Very Inaccurate,,,,,Neither agree nor disagree,Agree,Agree,,,Very Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,,Moderately Accurate,,Very true for me,Somewhat true for me,Very true for me,,
939,0,Female,Poland,White,27,8,4,30,70,No,Dead by Daylight,,,No,Often,Most of the time,,,Most of the time,Most of the time,,,Most of the time,Most of the time,,Some of time,,,Half of the time,,Most of the time,No agreement,Agree,Agree,No agreement,Often,Never,Never,Rarely,Never,Never,Never,Never,Often,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Somewhat,Somewhat,Somewhat,,,,A lot,3,3,,4,,,4,3,,,3,,2,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Moderately Inaccurate,,Agree,Disagree,Agree,,,,Very Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Somewhat false for me,Very false for me,Somewhat false for me,,,
323,0,Male,Italian,Caucasian,27,2,2,5,95,No,RPG,,,Yes,Often,Almost never/never,,,Half of the time,Most of the time,Some of time,,,Some of time,,,Some of time,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,Strongly Agree,Often,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Often,Never,Rarely,Sometimes,Never,A lot,,Somewhat,,A lot,,Somewhat,4,2,3,,4,2,,4,,,,,3,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Disagree,Neither agree nor disagree,Strongly disagree,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,Somewhat true for me,,Very true for me,
491,0,Male,Polish,Caucasian,18,1,1,80,20,No,FPS,,,No,Sometimes,Some of time,,,Some of time,Some of time,Half of the time,,,Half of the time,,Most of the time,,Half of the time,Most of the time,,,No agreement,No agreement,Agree,Strongly Agree,Often,Sometimes,Rarely,Never,Rarely,Rarely,Often,Rarely,Often,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Somewhat,,Somewhat,Somewhat,,,Somewhat,3,,,5       Very much,,,4,2,,,3,3,4,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,Disagree,Neither agree nor disagree,Agree,Very Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Very true for me,Somewhat true for me,,Somewhat true for me,,
632,0,Male,Portuguese,caucasian,23,2,4,90,10,No,CSGO,,,No,Very often,,,Most of the time,Some of time,Most of the time,Half of the time,,,Almost always/always,,Some of time,,Half of the time,Most of the time,,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,A lot,,,,A lot,A lot,A lot,4,,3,,,4,3,4,,3,4,,,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,,Moderately Accurate,,Strongly agree,,Strongly agree,,Disagree,,Moderately Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Accurate,,,,,Somewhat true for me,Very true for me,Very true for me,,
1019,0,Male,Poland,Poles,19,6,4,90,10,Yes,,Apex Legends,Platinium 2,No,Very often,,,Half of the time,Most of the time,Almost always/always,Almost always/always,,,Most of the time,,,Almost always/always,,Almost always/always,Some of time,,Agree,Strongly Agree,No agreement,Agree,Often,Very often,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Very often,Never,Rarely,Often,Sometimes,Sometimes,Never,Sometimes,Often,Often,Often,Very often,Somewhat,Not at all,,Somewhat,,Somewhat,,4,3,4,,5       Very much,,,2,1 Not at all,,,,2,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,Moderately Accurate,Very Inaccurate,,,,,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very Inaccurate,,,Very Inaccurate,Moderately Accurate,,,Somewhat true for me,Somewhat true for me,,Very true for me,
1074,0,Male,Polish,Slav,18,4,2,35,65,Yes,,Overwatch,Silver,No,Very often,Some of time,,,Almost always/always,Almost always/always,,Almost never/never,,Some of time,,,Almost never/never,,Almost always/always,Almost never/never,,No agreement,Agree,Agree,No agreement,Often,Sometimes,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Very often,Never,Rarely,Rarely,Not at all,,,,Somewhat,Not at all,Somewhat,2,5       Very much,,,,,5       Very much,2,5       Very much,,1 Not at all,,4,Moderately Inaccurate,,,,Very Accurate,Very Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,Strongly agree,,,Strongly disagree,,Strongly agree,Very Inaccurate,,Moderately Accurate,Moderately Accurate,,Very Inaccurate,,,Moderately Accurate,,Very true for me,Somewhat false for me,Somewhat true for me,,,
572,0,Male,Portuguese,White,18,4,6,80,20,No,First Person Shooter,,,No,Very often,,Most of the time,,Half of the time,Some of time,Some of time,,,Some of time,Some of time,,,,Some of time,,Almost never/never,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Rarely,Often,Rarely,Never,Never,Sometimes,Never,Often,Rarely,Sometimes,Rarely,Never,Often,Never,Sometimes,Often,Sometimes,Somewhat,,Somewhat,,Somewhat,A lot,,2,,,,,4,3,3,,,5       Very much,2,2,Moderately Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Very Accurate,,Moderately Accurate,,,Agree,,,Agree,,Disagree,Very Inaccurate,,Moderately Inaccurate,Very Accurate,,Very Accurate,,,Moderately Accurate,,Very true for me,Very true for me,,Very true for me,,
439,75,Male,Polish,White,19,6,4,30,70,Yes,,osu!,#8000 worldwide,Yes,Sometimes,,Most of the time,,Half of the time,Most of the time,Some of time,,,Almost always/always,,Almost always/always,,,Most of the time,Half of the time,,No agreement,Agree,No agreement,No agreement,Often,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,A lot,Somewhat,,,A lot,,A lot,4,3,,,5       Very much,4,,3,,,,3,4,Moderately Inaccurate,Moderately Accurate,Very Inaccurate,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,Disagree,Strongly agree,,Agree,,,Very Accurate,,Very Accurate,,,,Moderately Inaccurate,Very Inaccurate,Very Inaccurate,,,Very true for me,Very true for me,Very true for me,,
489,0,Male,Portuguese,Caucasian,20,7,3,65,35,Yes,,League of Legends,Gold,No,Sometimes,,Half of the time,,Most of the time,Almost always/always,Half of the time,,,Almost always/always,,,Most of the time,,Most of the time,Most of the time,,No agreement,Agree,Agree,Agree,Often,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Somewhat,Somewhat,,A lot,,A lot,,4,,,,4,2,2,5       Very much,2,1 Not at all,,,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,Moderately Accurate,,Moderately Accurate,,Moderately Accurate,,Strongly agree,,Agree,,Disagree,Moderately Accurate,,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,,Moderately Accurate,,,Very true for me,Very true for me,,,Very true for me,
302,0,Male,Latvian,White,19,4,3,80,20,No,Rhythm games,,,No,Sometimes,Half of the time,,,Half of the time,Almost always/always,,,Almost always/always,Some of time,,Almost never/never,,,Almost always/always,,Almost always/always,No agreement,Agree,Agree,Agree,Often,Sometimes,Rarely,Sometimes,Often,Sometimes,Often,Rarely,Often,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Often,Often,Sometimes,Sometimes,Often,Somewhat,,Somewhat,Somewhat,,Somewhat,,2,,,3,,2,5       Very much,1 Not at all,,3,,5       Very much,,Moderately Inaccurate,Moderately Accurate,,,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,,,,,Agree,Strongly agree,,Disagree,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,Somewhat true for me,Very true for me,,Very true for me,
756,0,Male,Greek,Greek,24,3,1,80,20,No,First Person Shooter,,,No,Sometimes,,Half of the time,,Almost never/never,Some of time,,Some of time,,Some of time,,,Almost never/never,Some of time,Some of time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Rarely,Never,Rarely,Never,Often,Never,Sometimes,Never,Rarely,Often,Never,Never,Rarely,Rarely,Rarely,Rarely,A lot,,,Somewhat,A lot,,A lot,3,,5       Very much,,,3,,3,4,,2,,2,Moderately Inaccurate,,,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Disagree,Agree,,Neither agree nor disagree,,,,,Moderately Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Somewhat true for me,Very true for me,,Very true for me,
537,0,Male,Italian,Caucasian,24,5,2,70,30,Yes,,League of Legends,Platinum 4,No,Never,,,Half of the time,Almost always/always,Most of the time,,,Most of the time,Almost always/always,Almost always/always,,,,Some of time,,Most of the time,No agreement,Strongly Agree,No agreement,Agree,Often,Sometimes,Sometimes,Often,Often,Very often,Sometimes,Never,Very often,Never,Sometimes,Very often,Very often,Sometimes,Often,Very often,Often,Often,Very often,Very often,Somewhat,,Somewhat,Somewhat,,,Somewhat,1 Not at all,,,4,4,,5       Very much,2,,5       Very much,,4,,Moderately Inaccurate,,,,Moderately Accurate,Very Inaccurate,Moderately Inaccurate,Very Accurate,,,Very Inaccurate,,,Neither agree nor disagree,Neither agree nor disagree,,Agree,,,Moderately Accurate,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Very true for me,Very true for me,,Very true for me,,
573,0,Male,polish,slav,19,6,2,85,15,Yes,,Counter Strike: Global Offensive,Supreme,No,Very often,,,Almost always/always,Some of time,Almost always/always,,Almost always/always,,Almost always/always,,Most of the time,,Almost always/always,Most of the time,,,Agree,No agreement,Agree,No agreement,Often,Often,Rarely,Rarely,Sometimes,Rarely,Often,Rarely,Often,Never,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,A lot,,,,A lot,A lot,A lot,3,2,,,,4,,2,4,4,4,,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Strongly agree,,Neither agree nor disagree,Agree,,,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,Moderately Accurate,,,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,Very true for me,,
556,0,Male,Polish,White,23,5,2,85,15,No,League of Legends,,,No,Often,,Some of time,,Half of the time,Half of the time,,Some of time,,Most of the time,,,Half of the time,,Half of the time,Almost never/never,,No agreement,Agree,No agreement,Agree,Often,Rarely,Never,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Never,A lot,Not at all,,Somewhat,,,Somewhat,3,4,,,4,2,5       Very much,2,,,4,,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,,Agree,Strongly agree,,Neither agree nor disagree,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,Very true for me,,,Very true for me,
698,0,Male,Portuguese,Asian,22,3,2,70,30,Yes,,League of Legends,Gold,No,Very often,,,Most of the time,Half of the time,Some of time,,Some of time,,Almost never/never,,Almost never/never,,,Most of the time,Almost never/never,,No agreement,No agreement,No agreement,Strongly Agree,Often,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Rarely,A lot,,,,A lot,A lot,A lot,3,3,,2,,,,3,,3,,3,1 Not at all,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,Neither agree nor disagree,,,Agree,,Neither agree nor disagree,,Neither Accurate Nor Inaccurate,Very Accurate,,,Very Accurate,,Very Accurate,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,,Very true for me,
